name,CMC,Type,Color,Set,Collector Number,Rarity,Color Category,status,Finish,maybeboard,image URL,image Back URL,tags,Notes,MTGO ID
"Emancipation Angel",,"Creature - Angel",,"j22","55",uncommon,w,Not Owned,Non-foil,false,,,"Holy 4 J22","",
"Inspiring Cleric",,"Creature - Vampire Cleric",,"j22","199",uncommon,w,Not Owned,Non-foil,false,,,"Holy 4 J22","",
"Pilgrim of the Ages",,"Creature - Spirit",,"j22","225",common,w,Not Owned,Non-foil,false,,,"Holy 4 J22","",
"Righteous Valkyrie",,"Creature - Angel Cleric",,"j22","234",rare,w,Not Owned,Non-foil,false,,,"Holy 4 J22","",
"Attended Healer",,"Creature - Kor Cleric",,"j22","152",uncommon,w,Not Owned,Non-foil,false,,,"Holy 4 J22","",
"Pillardrop Rescuer",,"Creature - Spirit Cleric",,"j22","226",common,w,Not Owned,Non-foil,false,,,"Holy 4 J22","",
"Anointer of Valor",,"Creature - Angel",,"j22","148",common,w,Not Owned,Non-foil,false,,,"Holy 4 J22","",
"Light of Hope",,"Instant",,"j22","209",common,w,Not Owned,Non-foil,false,,,"Holy 4 J22","",
"Divine Arrow",,"Instant",,"j22","176",common,w,Not Owned,Non-foil,false,,,"Holy 4 J22","",
"Chains of Custody",,"Enchantment - Aura",,"j22","3",common,w,Not Owned,Non-foil,false,,,"Holy 4 J22","",
"Faith's Fetters",,"Enchantment - Aura",,"j22","181",uncommon,w,Not Owned,Non-foil,false,,,"Holy 4 J22","",
"Plains",,"Basic Land - Plains",,"j22","98",common,l,Not Owned,Non-foil,false,,,"Holy 4 J22","",
"Plains",,"Basic Land - Plains",,"j22","98",common,l,Not Owned,Non-foil,false,,,"Holy 4 J22","",
"Plains",,"Basic Land - Plains",,"j22","98",common,l,Not Owned,Non-foil,false,,,"Holy 4 J22","",
"Plains",,"Basic Land - Plains",,"j22","98",common,l,Not Owned,Non-foil,false,,,"Holy 4 J22","",
"Plains",,"Basic Land - Plains",,"j22","98",common,l,Not Owned,Non-foil,false,,,"Holy 4 J22","",
"Plains",,"Basic Land - Plains",,"j22","98",common,l,Not Owned,Non-foil,false,,,"Holy 4 J22","",
"Plains",,"Basic Land - Plains",,"j22","98",common,l,Not Owned,Non-foil,false,,,"Holy 4 J22","",
"Thriving Heath",,"Land",,"j22","824",common,l,Not Owned,Non-foil,false,,,"Holy 4 J22","",
"Recruitment Officer",,"Creature - Human Soldier",,"bro","23",uncommon,w,Not Owned,Non-foil,false,,,"Infantry 1","",104664
"Phalanx Vanguard",,"Creature - Human Soldier",,"bro","19",common,w,Not Owned,Non-foil,false,,,"Infantry 1","",104656
"Airlift Chaplain",,"Creature - Human Cleric",,"bro","2",common,w,Not Owned,Non-foil,false,,,"Infantry 1","",104622
"Reconstructed Thopter",,"Artifact Creature - Thopter",,"bro","242",uncommon,c,Not Owned,Non-foil,false,,,"Infantry 1","",105108
"Warlord's Elite",,"Creature - Human Soldier",,"bro","32",common,w,Not Owned,Non-foil,false,,,"Infantry 1","",104682
"Aeronaut Cavalry",,"Creature - Human Soldier",,"bro","1",common,w,Not Owned,Non-foil,false,,,"Infantry 1","",104620
"Rescue Retriever",,"Creature - Dog Soldier",,"bro","373",rare,w,Not Owned,Non-foil,false,,,"Infantry 1","",
"Lay Down Arms",,"Sorcery",,"bro","11",uncommon,w,Not Owned,Non-foil,false,,,"Infantry 1","",104640
"Recommission",,"Sorcery",,"bro","22",common,w,Not Owned,Non-foil,false,,,"Infantry 1","",104662
"Veteran's Powerblade",,"Artifact - Equipment",,"bro","41",common,w,Not Owned,Non-foil,false,,,"Infantry 1","",104700
"Static Net",,"Enchantment",,"bro","27",uncommon,w,Not Owned,Non-foil,false,,,"Infantry 1","",104672
"Plains",,"Basic Land - Plains",,"bro","268",common,l,Not Owned,Non-foil,false,,,"Infantry 1","",104600
"Plains",,"Basic Land - Plains",,"bro","268",common,l,Not Owned,Non-foil,false,,,"Infantry 1","",104600
"Plains",,"Basic Land - Plains",,"bro","268",common,l,Not Owned,Non-foil,false,,,"Infantry 1","",104600
"Plains",,"Basic Land - Plains",,"bro","268",common,l,Not Owned,Non-foil,false,,,"Infantry 1","",104600
"Plains",,"Basic Land - Plains",,"bro","268",common,l,Not Owned,Non-foil,false,,,"Infantry 1","",104600
"Plains",,"Basic Land - Plains",,"bro","268",common,l,Not Owned,Non-foil,false,,,"Infantry 1","",104600
"Plains",,"Basic Land - Plains",,"bro","268",common,l,Not Owned,Non-foil,false,,,"Infantry 1","",104600
"Plains",,"Basic Land - Plains",,"bro","268",common,l,Not Owned,Non-foil,false,,,"Infantry 1","",104600
"Yotian Frontliner",,"Artifact Creature - Soldier",,"bro","42",uncommon,w,Not Owned,Non-foil,false,,,"Infantry 2","",104702
"Ambush Paratrooper",,"Creature - Human Soldier",,"bro","3",common,w,Not Owned,Non-foil,false,,,"Infantry 2","",104624
"Phalanx Vanguard",,"Creature - Human Soldier",,"bro","19",common,w,Not Owned,Non-foil,false,,,"Infantry 2","",104656
"Warlord's Elite",,"Creature - Human Soldier",,"bro","32",common,w,Not Owned,Non-foil,false,,,"Infantry 2","",104682
"Scrapwork Cohort",,"Artifact Creature - Soldier",,"bro","37",common,w,Not Owned,Non-foil,false,,,"Infantry 2","",104692
"Thopter Architect",,"Creature - Human Artificer",,"bro","29",uncommon,w,Not Owned,Non-foil,false,,,"Infantry 2","",104676
"Aeronaut Cavalry",,"Creature - Human Soldier",,"bro","1",common,w,Not Owned,Non-foil,false,,,"Infantry 2","",104620
"Rescue Retriever",,"Creature - Dog Soldier",,"bro","373",rare,w,Not Owned,Non-foil,false,,,"Infantry 2","",
"Lay Down Arms",,"Sorcery",,"bro","11",uncommon,w,Not Owned,Non-foil,false,,,"Infantry 2","",104640
"Veteran's Powerblade",,"Artifact - Equipment",,"bro","41",common,w,Not Owned,Non-foil,false,,,"Infantry 2","",104700
"Static Net",,"Enchantment",,"bro","27",uncommon,w,Not Owned,Non-foil,false,,,"Infantry 2","",104672
"Plains",,"Basic Land - Plains",,"bro","268",common,l,Not Owned,Non-foil,false,,,"Infantry 2","",104600
"Plains",,"Basic Land - Plains",,"bro","268",common,l,Not Owned,Non-foil,false,,,"Infantry 2","",104600
"Plains",,"Basic Land - Plains",,"bro","268",common,l,Not Owned,Non-foil,false,,,"Infantry 2","",104600
"Plains",,"Basic Land - Plains",,"bro","268",common,l,Not Owned,Non-foil,false,,,"Infantry 2","",104600
"Plains",,"Basic Land - Plains",,"bro","268",common,l,Not Owned,Non-foil,false,,,"Infantry 2","",104600
"Plains",,"Basic Land - Plains",,"bro","268",common,l,Not Owned,Non-foil,false,,,"Infantry 2","",104600
"Plains",,"Basic Land - Plains",,"bro","268",common,l,Not Owned,Non-foil,false,,,"Infantry 2","",104600
"Plains",,"Basic Land - Plains",,"bro","268",common,l,Not Owned,Non-foil,false,,,"Infantry 2","",104600
"Caustic Caterpillar",,"Creature - Insect",,"j22","86",common,g,Not Owned,Non-foil,false,,,"Insects 1 J22","",
"Swarm Shambler",,"Creature - Fungus Beast",,"j22","734",rare,g,Not Owned,Non-foil,false,,,"Insects 1 J22","",
"Duskshell Crawler",,"Creature - Insect",,"j22","650",common,g,Not Owned,Non-foil,false,,,"Insects 1 J22","",
"Ironshell Beetle",,"Creature - Insect",,"j22","679",common,g,Not Owned,Non-foil,false,,,"Insects 1 J22","",
"Nessian Hornbeetle",,"Creature - Insect",,"j22","695",uncommon,g,Not Owned,Non-foil,false,,,"Insects 1 J22","",
"Giant Ladybug",,"Creature - Insect",,"j22","39",common,g,Not Owned,Non-foil,false,,,"Insects 1 J22","",
"Nantuko Cultivator",,"Creature - Insect Druid",,"j22","694",uncommon,g,Not Owned,Non-foil,false,,,"Insects 1 J22","",
"Iridescent Hornbeetle",,"Creature - Insect",,"j22","678",uncommon,g,Not Owned,Non-foil,false,,,"Insects 1 J22","",
"Moldgraf Millipede",,"Creature - Insect Horror",,"j22","691",common,g,Not Owned,Non-foil,false,,,"Insects 1 J22","",
"Relentless Pursuit",,"Sorcery",,"j22","718",common,g,Not Owned,Non-foil,false,,,"Insects 1 J22","",
"Hunter's Edge",,"Sorcery",,"j22","675",common,g,Not Owned,Non-foil,false,,,"Insects 1 J22","",
"Crawling Sensation",,"Enchantment",,"j22","642",uncommon,g,Not Owned,Non-foil,false,,,"Insects 1 J22","",
"Forest",,"Basic Land - Forest",,"j22","112",common,l,Not Owned,Non-foil,false,,,"Insects 1 J22","",
"Forest",,"Basic Land - Forest",,"j22","112",common,l,Not Owned,Non-foil,false,,,"Insects 1 J22","",
"Forest",,"Basic Land - Forest",,"j22","112",common,l,Not Owned,Non-foil,false,,,"Insects 1 J22","",
"Forest",,"Basic Land - Forest",,"j22","112",common,l,Not Owned,Non-foil,false,,,"Insects 1 J22","",
"Forest",,"Basic Land - Forest",,"j22","112",common,l,Not Owned,Non-foil,false,,,"Insects 1 J22","",
"Forest",,"Basic Land - Forest",,"j22","112",common,l,Not Owned,Non-foil,false,,,"Insects 1 J22","",
"Forest",,"Basic Land - Forest",,"j22","112",common,l,Not Owned,Non-foil,false,,,"Insects 1 J22","",
"Thriving Grove",,"Land",,"j22","823",common,l,Not Owned,Non-foil,false,,,"Insects 1 J22","",
"Caustic Caterpillar",,"Creature - Insect",,"j22","86",common,g,Not Owned,Non-foil,false,,,"Insects 2 J22","",
"Ironshell Beetle",,"Creature - Insect",,"j22","679",common,g,Not Owned,Non-foil,false,,,"Insects 2 J22","",
"Kraul Harpooner",,"Creature - Insect Warrior",,"j22","683",uncommon,g,Not Owned,Non-foil,false,,,"Insects 2 J22","",
"Circuit Mender",,"Artifact Creature - Insect",,"j22","760",uncommon,c,Not Owned,Non-foil,false,,,"Insects 2 J22","",
"Giant Ladybug",,"Creature - Insect",,"j22","39",common,g,Not Owned,Non-foil,false,,,"Insects 2 J22","",
"Nantuko Cultivator",,"Creature - Insect Druid",,"j22","694",uncommon,g,Not Owned,Non-foil,false,,,"Insects 2 J22","",
"Kraul Foragers",,"Creature - Insect Scout",,"j22","682",common,g,Not Owned,Non-foil,false,,,"Insects 2 J22","",
"Moldgraf Millipede",,"Creature - Insect Horror",,"j22","691",common,g,Not Owned,Non-foil,false,,,"Insects 2 J22","",
"Relentless Pursuit",,"Sorcery",,"j22","718",common,g,Not Owned,Non-foil,false,,,"Insects 2 J22","",
"Hunter's Edge",,"Sorcery",,"j22","675",common,g,Not Owned,Non-foil,false,,,"Insects 2 J22","",
"Crawling Sensation",,"Enchantment",,"j22","642",uncommon,g,Not Owned,Non-foil,false,,,"Insects 2 J22","",
"Zask, Skittering Swarmlord",,"Legendary Creature - Insect",,"j22","47",rare,m,Not Owned,Non-foil,false,,,"Insects 2 J22","",
"Forest",,"Basic Land - Forest",,"j22","112",common,l,Not Owned,Non-foil,false,,,"Insects 2 J22","",
"Forest",,"Basic Land - Forest",,"j22","112",common,l,Not Owned,Non-foil,false,,,"Insects 2 J22","",
"Forest",,"Basic Land - Forest",,"j22","112",common,l,Not Owned,Non-foil,false,,,"Insects 2 J22","",
"Forest",,"Basic Land - Forest",,"j22","112",common,l,Not Owned,Non-foil,false,,,"Insects 2 J22","",
"Forest",,"Basic Land - Forest",,"j22","112",common,l,Not Owned,Non-foil,false,,,"Insects 2 J22","",
"Forest",,"Basic Land - Forest",,"j22","112",common,l,Not Owned,Non-foil,false,,,"Insects 2 J22","",
"Forest",,"Basic Land - Forest",,"j22","112",common,l,Not Owned,Non-foil,false,,,"Insects 2 J22","",
"Thriving Grove",,"Land",,"j22","823",common,l,Not Owned,Non-foil,false,,,"Insects 2 J22","",
"Caustic Caterpillar",,"Creature - Insect",,"j22","86",common,g,Not Owned,Non-foil,false,,,"Insects 3 J22","",
"Drudge Beetle",,"Creature - Insect",,"j22","649",common,g,Not Owned,Non-foil,false,,,"Insects 3 J22","",
"Ironshell Beetle",,"Creature - Insect",,"j22","679",common,g,Not Owned,Non-foil,false,,,"Insects 3 J22","",
"Nessian Hornbeetle",,"Creature - Insect",,"j22","695",uncommon,g,Not Owned,Non-foil,false,,,"Insects 3 J22","",
"Giant Ladybug",,"Creature - Insect",,"j22","39",common,g,Not Owned,Non-foil,false,,,"Insects 3 J22","",
"Phantom Nantuko",,"Creature - Insect Spirit",,"j22","706",rare,g,Not Owned,Non-foil,false,,,"Insects 3 J22","",
"Deadbridge Goliath",,"Creature - Insect",,"j22","645",rare,g,Not Owned,Non-foil,false,,,"Insects 3 J22","",
"Nantuko Cultivator",,"Creature - Insect Druid",,"j22","694",uncommon,g,Not Owned,Non-foil,false,,,"Insects 3 J22","",
"Iridescent Hornbeetle",,"Creature - Insect",,"j22","678",uncommon,g,Not Owned,Non-foil,false,,,"Insects 3 J22","",
"Relentless Pursuit",,"Sorcery",,"j22","718",common,g,Not Owned,Non-foil,false,,,"Insects 3 J22","",
"Hunter's Edge",,"Sorcery",,"j22","675",common,g,Not Owned,Non-foil,false,,,"Insects 3 J22","",
"Crawling Sensation",,"Enchantment",,"j22","642",uncommon,g,Not Owned,Non-foil,false,,,"Insects 3 J22","",
"Forest",,"Basic Land - Forest",,"j22","112",common,l,Not Owned,Non-foil,false,,,"Insects 3 J22","",
"Forest",,"Basic Land - Forest",,"j22","112",common,l,Not Owned,Non-foil,false,,,"Insects 3 J22","",
"Forest",,"Basic Land - Forest",,"j22","112",common,l,Not Owned,Non-foil,false,,,"Insects 3 J22","",
"Forest",,"Basic Land - Forest",,"j22","112",common,l,Not Owned,Non-foil,false,,,"Insects 3 J22","",
"Forest",,"Basic Land - Forest",,"j22","112",common,l,Not Owned,Non-foil,false,,,"Insects 3 J22","",
"Forest",,"Basic Land - Forest",,"j22","112",common,l,Not Owned,Non-foil,false,,,"Insects 3 J22","",
"Forest",,"Basic Land - Forest",,"j22","112",common,l,Not Owned,Non-foil,false,,,"Insects 3 J22","",
"Thriving Grove",,"Land",,"j22","823",common,l,Not Owned,Non-foil,false,,,"Insects 3 J22","",
"Caustic Caterpillar",,"Creature - Insect",,"j22","86",common,g,Not Owned,Non-foil,false,,,"Insects 4 J22","",
"Ironshell Beetle",,"Creature - Insect",,"j22","679",common,g,Not Owned,Non-foil,false,,,"Insects 4 J22","",
"Kraul Warrior",,"Creature - Insect Warrior",,"j22","684",common,g,Not Owned,Non-foil,false,,,"Insects 4 J22","",
"Giant Ladybug",,"Creature - Insect",,"j22","39",common,g,Not Owned,Non-foil,false,,,"Insects 4 J22","",
"Giant Caterpillar",,"Creature - Insect",,"j22","666",common,g,Not Owned,Non-foil,false,,,"Insects 4 J22","",
"Nantuko Cultivator",,"Creature - Insect Druid",,"j22","694",uncommon,g,Not Owned,Non-foil,false,,,"Insects 4 J22","",
"Quarry Beetle",,"Creature - Insect",,"j22","714",uncommon,g,Not Owned,Non-foil,false,,,"Insects 4 J22","",
"Rampaging Growth",,"Instant",,"j22","43",uncommon,g,Not Owned,Non-foil,false,,,"Insects 4 J22","",
"Relentless Pursuit",,"Sorcery",,"j22","718",common,g,Not Owned,Non-foil,false,,,"Insects 4 J22","",
"Hunter's Edge",,"Sorcery",,"j22","675",common,g,Not Owned,Non-foil,false,,,"Insects 4 J22","",
"Crawling Sensation",,"Enchantment",,"j22","642",uncommon,g,Not Owned,Non-foil,false,,,"Insects 4 J22","",
"Zask, Skittering Swarmlord",,"Legendary Creature - Insect",,"j22","47",rare,m,Not Owned,Non-foil,false,,,"Insects 4 J22","",
"Forest",,"Basic Land - Forest",,"j22","112",common,l,Not Owned,Non-foil,false,,,"Insects 4 J22","",
"Forest",,"Basic Land - Forest",,"j22","112",common,l,Not Owned,Non-foil,false,,,"Insects 4 J22","",
"Forest",,"Basic Land - Forest",,"j22","112",common,l,Not Owned,Non-foil,false,,,"Insects 4 J22","",
"Forest",,"Basic Land - Forest",,"j22","112",common,l,Not Owned,Non-foil,false,,,"Insects 4 J22","",
"Forest",,"Basic Land - Forest",,"j22","112",common,l,Not Owned,Non-foil,false,,,"Insects 4 J22","",
"Forest",,"Basic Land - Forest",,"j22","112",common,l,Not Owned,Non-foil,false,,,"Insects 4 J22","",
"Forest",,"Basic Land - Forest",,"j22","112",common,l,Not Owned,Non-foil,false,,,"Insects 4 J22","",
"Thriving Grove",,"Land",,"j22","823",common,l,Not Owned,Non-foil,false,,,"Insects 4 J22","",
"Gearsmith Prodigy",,"Creature - Human Artificer",,"j22","303",common,u,Not Owned,Non-foil,false,,,"Inventive 1 J22","",
"Merfolk Pupil",,"Creature - Merfolk Wizard",,"j22","15",common,u,Not Owned,Non-foil,false,,,"Inventive 1 J22","",
"Aviation Pioneer",,"Creature - Human Artificer",,"j22","275",common,u,Not Owned,Non-foil,false,,,"Inventive 1 J22","",
"Skilled Animator",,"Creature - Human Artificer",,"j22","348",uncommon,u,Not Owned,Non-foil,false,,,"Inventive 1 J22","",
"Whirler Rogue",,"Creature - Human Rogue Artificer",,"j22","66",uncommon,u,Not Owned,Non-foil,false,,,"Inventive 1 J22","",
"Gearsmith Guardian",,"Artifact Creature - Construct",,"j22","767",common,c,Not Owned,Non-foil,false,,,"Inventive 1 J22","",
"Gearseeker Serpent",,"Creature - Serpent",,"j22","302",common,u,Not Owned,Non-foil,false,,,"Inventive 1 J22","",
"Tezzeret, Artifice Master",,"Legendary Planeswalker - Tezzeret",,"j22","360",mythic,u,Not Owned,Non-foil,false,,,"Inventive 1 J22","",
"Artificer's Epiphany",,"Instant",,"j22","272",common,u,Not Owned,Non-foil,false,,,"Inventive 1 J22","",
"Launch Mishap",,"Instant",,"j22","14",uncommon,u,Not Owned,Non-foil,false,,,"Inventive 1 J22","",
"Aether Spellbomb",,"Artifact",,"j22","752",common,u,Not Owned,Non-foil,false,,,"Inventive 1 J22","",
"Planar Atlas",,"Artifact",,"j22","51",uncommon,c,Not Owned,Non-foil,false,,,"Inventive 1 J22","",
"Island",,"Basic Land - Island",,"j22","103",common,l,Not Owned,Non-foil,false,,,"Inventive 1 J22","",
"Island",,"Basic Land - Island",,"j22","103",common,l,Not Owned,Non-foil,false,,,"Inventive 1 J22","",
"Island",,"Basic Land - Island",,"j22","103",common,l,Not Owned,Non-foil,false,,,"Inventive 1 J22","",
"Island",,"Basic Land - Island",,"j22","103",common,l,Not Owned,Non-foil,false,,,"Inventive 1 J22","",
"Island",,"Basic Land - Island",,"j22","103",common,l,Not Owned,Non-foil,false,,,"Inventive 1 J22","",
"Island",,"Basic Land - Island",,"j22","103",common,l,Not Owned,Non-foil,false,,,"Inventive 1 J22","",
"Seat of the Synod",,"Artifact Land",,"j22","820",common,l,Not Owned,Non-foil,false,,,"Inventive 1 J22","",
"Thriving Isle",,"Land",,"j22","825",common,l,Not Owned,Non-foil,false,,,"Inventive 1 J22","",
"Hangarback Walker",,"Artifact Creature - Construct",,"j22","772",rare,c,Not Owned,Non-foil,false,,,"Inventive 2 J22","",
"Gearsmith Prodigy",,"Creature - Human Artificer",,"j22","303",common,u,Not Owned,Non-foil,false,,,"Inventive 2 J22","",
"Renowned Weaponsmith",,"Creature - Human Artificer",,"j22","338",uncommon,u,Not Owned,Non-foil,false,,,"Inventive 2 J22","",
"Aeronaut Tinkerer",,"Creature - Human Artificer",,"j22","268",common,u,Not Owned,Non-foil,false,,,"Inventive 2 J22","",
"Aviation Pioneer",,"Creature - Human Artificer",,"j22","275",common,u,Not Owned,Non-foil,false,,,"Inventive 2 J22","",
"Juggernaut",,"Artifact Creature - Juggernaut",,"j22","780",uncommon,c,Not Owned,Non-foil,false,,,"Inventive 2 J22","",
"Whirler Rogue",,"Creature - Human Rogue Artificer",,"j22","66",uncommon,u,Not Owned,Non-foil,false,,,"Inventive 2 J22","",
"Gearseeker Serpent",,"Creature - Serpent",,"j22","302",common,u,Not Owned,Non-foil,false,,,"Inventive 2 J22","",
"Artificer's Epiphany",,"Instant",,"j22","272",common,u,Not Owned,Non-foil,false,,,"Inventive 2 J22","",
"Launch Mishap",,"Instant",,"j22","14",uncommon,u,Not Owned,Non-foil,false,,,"Inventive 2 J22","",
"Heart-Piercer Bow",,"Artifact - Equipment",,"j22","773",common,c,Not Owned,Non-foil,false,,,"Inventive 2 J22","",
"Vial of Dragonfire",,"Artifact",,"j22","805",common,c,Not Owned,Non-foil,false,,,"Inventive 2 J22","",
"Island",,"Basic Land - Island",,"j22","103",common,l,Not Owned,Non-foil,false,,,"Inventive 2 J22","",
"Island",,"Basic Land - Island",,"j22","103",common,l,Not Owned,Non-foil,false,,,"Inventive 2 J22","",
"Island",,"Basic Land - Island",,"j22","103",common,l,Not Owned,Non-foil,false,,,"Inventive 2 J22","",
"Island",,"Basic Land - Island",,"j22","103",common,l,Not Owned,Non-foil,false,,,"Inventive 2 J22","",
"Island",,"Basic Land - Island",,"j22","103",common,l,Not Owned,Non-foil,false,,,"Inventive 2 J22","",
"Island",,"Basic Land - Island",,"j22","103",common,l,Not Owned,Non-foil,false,,,"Inventive 2 J22","",
"Seat of the Synod",,"Artifact Land",,"j22","820",common,l,Not Owned,Non-foil,false,,,"Inventive 2 J22","",
"Thriving Isle",,"Land",,"j22","825",common,l,Not Owned,Non-foil,false,,,"Inventive 2 J22","",
"Gearsmith Prodigy",,"Creature - Human Artificer",,"j22","303",common,u,Not Owned,Non-foil,false,,,"Inventive 3 J22","",
"Steel Overseer",,"Artifact Creature - Construct",,"j22","798",rare,c,Not Owned,Non-foil,false,,,"Inventive 3 J22","",
"Aviation Pioneer",,"Creature - Human Artificer",,"j22","275",common,u,Not Owned,Non-foil,false,,,"Inventive 3 J22","",
"Pilgrim's Eye",,"Artifact Creature - Thopter",,"j22","791",common,c,Not Owned,Non-foil,false,,,"Inventive 3 J22","",
"Whirler Rogue",,"Creature - Human Rogue Artificer",,"j22","66",uncommon,u,Not Owned,Non-foil,false,,,"Inventive 3 J22","",
"Clockwork Hydra",,"Artifact Creature - Hydra",,"j22","135",uncommon,c,Not Owned,Non-foil,false,,,"Inventive 3 J22","",
"Gearseeker Serpent",,"Creature - Serpent",,"j22","302",common,u,Not Owned,Non-foil,false,,,"Inventive 3 J22","",
"Artificer's Epiphany",,"Instant",,"j22","272",common,u,Not Owned,Non-foil,false,,,"Inventive 3 J22","",
"Launch Mishap",,"Instant",,"j22","14",uncommon,u,Not Owned,Non-foil,false,,,"Inventive 3 J22","",
"Aether Spellbomb",,"Artifact",,"j22","752",common,u,Not Owned,Non-foil,false,,,"Inventive 3 J22","",
"Whirlermaker",,"Artifact",,"j22","808",uncommon,c,Not Owned,Non-foil,false,,,"Inventive 3 J22","",
"Thopter Spy Network",,"Enchantment",,"j22","361",rare,u,Not Owned,Non-foil,false,,,"Inventive 3 J22","",
"Island",,"Basic Land - Island",,"j22","103",common,l,Not Owned,Non-foil,false,,,"Inventive 3 J22","",
"Island",,"Basic Land - Island",,"j22","103",common,l,Not Owned,Non-foil,false,,,"Inventive 3 J22","",
"Island",,"Basic Land - Island",,"j22","103",common,l,Not Owned,Non-foil,false,,,"Inventive 3 J22","",
"Island",,"Basic Land - Island",,"j22","103",common,l,Not Owned,Non-foil,false,,,"Inventive 3 J22","",
"Island",,"Basic Land - Island",,"j22","103",common,l,Not Owned,Non-foil,false,,,"Inventive 3 J22","",
"Island",,"Basic Land - Island",,"j22","103",common,l,Not Owned,Non-foil,false,,,"Inventive 3 J22","",
"Seat of the Synod",,"Artifact Land",,"j22","820",common,l,Not Owned,Non-foil,false,,,"Inventive 3 J22","",
"Thriving Isle",,"Land",,"j22","825",common,l,Not Owned,Non-foil,false,,,"Inventive 3 J22","",
"Gearsmith Prodigy",,"Creature - Human Artificer",,"j22","303",common,u,Not Owned,Non-foil,false,,,"Inventive 4 J22","",
"Assembly-Worker",,"Artifact Creature - Assembly-Worker",,"j22","755",common,c,Not Owned,Non-foil,false,,,"Inventive 4 J22","",
"Aviation Pioneer",,"Creature - Human Artificer",,"j22","275",common,u,Not Owned,Non-foil,false,,,"Inventive 4 J22","",
"Cogwork Assembler",,"Artifact Creature - Assembly-Worker",,"j22","761",uncommon,c,Not Owned,Non-foil,false,,,"Inventive 4 J22","",
"Dutiful Replicator",,"Artifact Creature - Assembly-Worker",,"j22","48",common,c,Not Owned,Non-foil,false,,,"Inventive 4 J22","",
"Solemn Simulacrum",,"Artifact Creature - Golem",,"j22","797",rare,c,Not Owned,Non-foil,false,,,"Inventive 4 J22","",
"Whirler Rogue",,"Creature - Human Rogue Artificer",,"j22","66",uncommon,u,Not Owned,Non-foil,false,,,"Inventive 4 J22","",
"Self-Assembler",,"Artifact Creature - Assembly-Worker",,"j22","795",common,c,Not Owned,Non-foil,false,,,"Inventive 4 J22","",
"Gearseeker Serpent",,"Creature - Serpent",,"j22","302",common,u,Not Owned,Non-foil,false,,,"Inventive 4 J22","",
"Artificer's Epiphany",,"Instant",,"j22","272",common,u,Not Owned,Non-foil,false,,,"Inventive 4 J22","",
"Launch Mishap",,"Instant",,"j22","14",uncommon,u,Not Owned,Non-foil,false,,,"Inventive 4 J22","",
"Aether Spellbomb",,"Artifact",,"j22","752",common,u,Not Owned,Non-foil,false,,,"Inventive 4 J22","",
"Island",,"Basic Land - Island",,"j22","103",common,l,Not Owned,Non-foil,false,,,"Inventive 4 J22","",
"Island",,"Basic Land - Island",,"j22","103",common,l,Not Owned,Non-foil,false,,,"Inventive 4 J22","",
"Island",,"Basic Land - Island",,"j22","103",common,l,Not Owned,Non-foil,false,,,"Inventive 4 J22","",
"Island",,"Basic Land - Island",,"j22","103",common,l,Not Owned,Non-foil,false,,,"Inventive 4 J22","",
"Island",,"Basic Land - Island",,"j22","103",common,l,Not Owned,Non-foil,false,,,"Inventive 4 J22","",
"Mishra's Factory",,"Land",,"j22","816",uncommon,l,Not Owned,Non-foil,false,,,"Inventive 4 J22","",
"Seat of the Synod",,"Artifact Land",,"j22","820",common,l,Not Owned,Non-foil,false,,,"Inventive 4 J22","",
"Thriving Isle",,"Land",,"j22","825",common,l,Not Owned,Non-foil,false,,,"Inventive 4 J22","",
"Benalish Honor Guard",,"Creature - Human Knight",,"j22","155",common,w,Not Owned,Non-foil,false,,,"Knights J22","",
"Order of the Golden Cricket",,"Creature - Kithkin Knight",,"j22","223",common,w,Not Owned,Non-foil,false,,,"Knights J22","",
"Danitha Capashen, Paragon",,"Legendary Creature - Human Knight",,"j22","168",uncommon,w,Not Owned,Non-foil,false,,,"Knights J22","",
"Skyhunter Prowler",,"Creature - Cat Knight",,"j22","246",common,w,Not Owned,Non-foil,false,,,"Knights J22","",
"Balan, Wandering Knight",,"Legendary Creature - Cat Knight",,"j22","53",rare,w,Not Owned,Non-foil,false,,,"Knights J22","",
"Kwende, Pride of Femeref",,"Legendary Creature - Human Knight",,"j22","205",uncommon,w,Not Owned,Non-foil,false,,,"Knights J22","",
"Syr Alin, the Lion's Claw",,"Legendary Creature - Human Knight",,"j22","252",uncommon,w,Not Owned,Non-foil,false,,,"Knights J22","",
"Hero's Blade",,"Artifact - Equipment",,"j22","776",uncommon,c,Not Owned,Non-foil,false,,,"Knights J22","",
"Jousting Lance",,"Artifact - Equipment",,"j22","779",common,c,Not Owned,Non-foil,false,,,"Knights J22","",
"Shining Armor",,"Artifact - Equipment",,"j22","243",common,w,Not Owned,Non-foil,false,,,"Knights J22","",
"The Circle of Loyalty",,"Legendary Artifact",,"j22","166",mythic,w,Not Owned,Non-foil,false,,,"Knights J22","",
"Chains of Custody",,"Enchantment - Aura",,"j22","3",common,w,Not Owned,Non-foil,false,,,"Knights J22","",
"Plains",,"Basic Land - Plains",,"j22","98",common,l,Not Owned,Non-foil,false,,,"Knights J22","",
"Plains",,"Basic Land - Plains",,"j22","98",common,l,Not Owned,Non-foil,false,,,"Knights J22","",
"Plains",,"Basic Land - Plains",,"j22","98",common,l,Not Owned,Non-foil,false,,,"Knights J22","",
